game_duration,player1_champion,player1_kills,player1_deaths,player1_assists,player1_gold,player1_experience,player1_damage_dealt,player1_damage_taken,player1_creep_score,player1_wards,player2_champion,player2_kills,player2_deaths,player2_assists,player2_gold,player2_experience,player2_damage_dealt,player2_damage_taken,player2_creep_score,player2_wards,player3_champion,player3_kills,player3_deaths,player3_assists,player3_gold,player3_experience,player3_damage_dealt,player3_damage_taken,player3_creep_score,player3_wards,player4_champion,player4_kills,player4_deaths,player4_assists,player4_gold,player4_experience,player4_damage_dealt,player4_damage_taken,player4_creep_score,player4_wards,player5_champion,player5_kills,player5_deaths,player5_assists,player5_gold,player5_experience,player5_damage_dealt,player5_damage_taken,player5_creep_score,player5_wards,player6_champion,player6_kills,player6_deaths,player6_assists,player6_gold,player6_experience,player6_damage_dealt,player6_damage_taken,player6_creep_score,player6_wards,player7_champion,player7_kills,player7_deaths,player7_assists,player7_gold,player7_experience,player7_damage_dealt,player7_damage_taken,player7_creep_score,player7_wards,player8_champion,player8_kills,player8_deaths,player8_assists,player8_gold,player8_experience,player8_damage_dealt,player8_damage_taken,player8_creep_score,player8_wards,player9_champion,player9_kills,player9_deaths,player9_assists,player9_gold,player9_experience,player9_damage_dealt,player9_damage_taken,player9_creep_score,player9_wards,player10_champion,player10_kills,player10_deaths,player10_assists,player10_gold,player10_experience,player10_damage_dealt,player10_damage_taken,player10_creep_score,player10_wards,team1_turret_plates,team1_turrets,team1_dragons,team1_grubs,team2_turret_plates,team2_turrets,team2_dragons,team2_grubs,Winning team
1747,48,1,3,2,5832,7371,7418,8977,110,5,200,8,4,2,7018,5603,10421,14015,75,3,84,4,1,2,5702,7815,10039,10545,98,4,895,1,4,2,5773,5160,6309,9143,95,2,75,3,3,5,6760,6194,7251,9154,42,5,127,0,3,3,4877,6818,7572,10074,101,5,131,1,4,5,4933,5675,4681,13980,90,3,420,4,1,0,6979,8868,9359,9920,119,55,29,9,6,3,7446,4459,12496,13880,59,4,350,1,3,10,4467,4502,5176,5223,12,7,11,4,1,1,8,1,1,5,0
2094,420,4,3,1,6160,8076,8757,10969,110,52,20,2,3,8,5442,6425,6466,15460,84,4,99,5,3,1,5691,7277,6195,8140,91,2,145,8,3,3,7074,5201,8579,9098,107,5,555,0,3,10,4495,4553,4937,8197,20,9,2,2,5,1,4664,6330,8798,12306,76,0,131,4,3,0,6044,6548,4041,12373,108,3,7,2,3,5,5384,6215,9113,9681,93,4,29,7,6,2,7467,5264,11972,12234,78,5,350,0,2,9,4387,4875,4663,2832,12,13,7,0,1,0,8,1,1,6,0
1261,82,1,4,1,4372,6144,5791,10775,78,6,33,2,2,4,5820,5970,4156,12441,85,1,246,6,5,0,5809,6131,6120,9664,75,4,145,6,6,5,6758,5258,9574,9866,96,4,40,2,3,7,4754,5032,4006,9084,9,8,122,2,2,2,5756,7232,9018,7915,98,5,19,6,6,5,6742,5816,7876,15899,90,334,105,5,1,4,6820,7145,7641,6475,98,8,29,6,4,4,7538,5430,10648,9447,114,4,350,1,4,8,4047,4891,4324,3956,9,13,4,0,0,3,9,1,1,3,0
1829,19,1,2,2,4703,6570,6457,13498,102,264,104,3,6,6,6855,5966,8908,15955,75,2,103,2,4,2,5099,7480,7064,9009,104,2,145,8,3,3,7065,5889,9461,9025,101,4,201,2,4,8,4529,5192,6671,14498,18,9,98,1,1,3,4660,7629,7074,9291,88,71,120,7,2,5,7554,7288,8936,19150,100,5,99,7,3,3,6595,7229,12599,8923,92,5,360,3,7,1,5626,5285,11649,11378,105,4,89,1,3,5,4424,4784,6258,10601,20,11,3,1,1,1,5,0,1,5,1
1869,19,1,3,1,4225,5866,8013,12965,80,344,876,2,1,2,5211,5568,6565,18069,96,3,74,0,1,0,4763,7620,5913,3652,106,5,202,4,0,2,6590,5865,4945,3763,117,21,161,1,3,5,4397,4129,9522,5934,18,8,223,1,1,1,5330,8322,9450,11503,128,3,234,1,2,0,4555,5488,1644,15144,85,4,45,1,0,2,5034,7721,3035,6279,112,3,21,3,4,0,4716,4990,5615,8439,83,3,111,2,1,3,4311,4240,5094,9408,11,15,8,1,2,3,2,0,0,3,1
1801,8,3,1,1,5848,7434,5755,9075,112,3,104,0,2,3,5388,6073,4331,11992,110,6,777,3,2,0,6180,7620,7593,9367,126,4,498,5,2,2,6175,5873,8233,7846,85,4,888,0,5,4,3712,3727,5164,9052,17,14,79,2,2,0,4951,7314,4985,9300,85,6,35,1,3,5,5170,5242,4348,11947,79,2,84,5,2,1,5560,6733,10146,9374,98,7,22,2,2,3,6362,5443,7074,5595,120,5,43,2,2,3,4613,4517,5791,6410,25,7,7,1,1,3,7,1,1,3,1
2562,950,1,3,1,4133,5907,5103,6443,70,5,131,3,5,4,6192,5570,8086,14601,91,6,238,1,2,3,4970,6478,6678,7271,82,4,202,7,3,1,6605,5591,8185,6765,88,14,43,0,4,7,4118,3799,6073,7963,13,15,58,2,1,2,5090,8152,5629,9005,98,5,19,3,3,5,5908,6156,6359,17194,88,386,84,8,1,1,7280,6812,9201,7537,89,4,51,1,4,4,4296,4331,7145,7560,65,3,555,1,3,2,3905,4366,1811,8276,11,5,6,1,1,1,3,0,1,5,1
2318,74,1,3,1,5089,7754,12688,7532,104,5,121,5,3,1,6366,5821,5567,15789,82,7,8,2,1,3,6188,7383,8905,9004,106,4,119,2,2,4,5535,5560,4607,7180,85,2,111,4,4,5,5310,4598,3288,8667,25,9,31,2,2,0,5122,9144,4076,13837,94,3,245,2,2,1,5019,5423,1695,13146,76,4,55,3,2,0,4567,5939,7375,10266,71,2,51,2,4,6,5616,5129,9750,7285,83,3,161,4,4,4,5720,5198,8562,5448,40,10,7,1,0,3,6,1,1,0,1
1849,80,2,2,1,4998,7167,9131,7746,108,4,72,3,1,2,6285,6740,3586,14164,106,1,157,1,1,2,5925,7848,7393,9173,131,8,145,5,4,2,6731,6039,9253,9451,112,5,555,2,4,4,5292,4005,3264,7193,25,9,897,2,1,0,5516,8715,5268,8667,113,5,77,2,1,4,5750,6567,4717,14387,107,0,112,1,3,1,5188,7248,6257,8565,120,4,51,5,4,2,6040,5716,8619,7968,88,7,147,2,4,7,4498,4257,5576,5282,11,9,8,1,0,6,6,0,2,0,0
1410,24,0,2,1,4278,7101,9364,11171,97,1,233,2,5,3,5261,5510,6726,16482,88,3,112,3,0,1,5588,8423,8089,5584,123,3,119,1,2,1,5284,5141,4117,9515,113,0,267,1,2,3,3733,4192,3667,5447,19,10,86,3,1,0,5796,8486,8369,11784,121,4,56,1,0,2,5529,7632,3771,19237,134,3,893,3,2,2,5405,6916,5540,8625,104,6,523,3,3,4,5978,5503,9161,7402,108,4,26,1,1,6,4533,5840,7313,5501,26,11,1,0,0,0,5,1,2,6,0
1997,875,1,2,0,5107,6813,6022,8590,85,5,876,1,1,4,5209,5636,7409,19079,101,3,43,1,3,0,5208,7472,11658,6600,108,0,22,6,3,2,6223,4886,7023,8663,91,5,902,2,3,7,4947,4859,4228,6765,22,16,58,0,2,3,4701,6644,4904,9726,104,4,9,2,0,2,5748,6900,5280,15277,110,0,517,4,2,2,5352,6569,8564,14033,70,5,51,5,3,2,6467,5895,6220,6522,94,3,50,1,4,1,3932,4157,3668,6800,20,8,14,2,1,4,5,1,1,2,1
1976,84,2,2,0,4769,6831,7621,7436,100,4,234,4,0,3,5837,5566,6348,12577,80,6,711,1,2,1,4587,6346,5746,4897,77,4,202,0,4,0,3281,3740,2730,6779,49,8,14,0,3,3,3906,4567,4296,8737,19,9,6,1,2,1,4321,5971,4666,9679,73,5,141,2,2,1,4587,4635,4170,11762,66,7,8,3,2,1,4623,6383,5718,9377,93,4,21,3,0,4,5692,5827,8596,5339,108,4,99,2,2,4,4378,4743,4123,5202,11,6,3,1,1,4,2,1,1,2,0
2330,83,0,6,0,3775,5936,4637,11509,81,273,62,2,2,0,4925,5308,2864,11721,85,1,711,0,2,0,4667,7246,5489,6959,119,6,81,1,2,1,4929,5570,5735,4318,105,4,99,1,5,1,3845,3866,4858,6938,20,12,887,6,0,2,7292,9730,13388,9855,122,6,233,3,0,2,5487,5737,3903,14846,99,5,3,2,0,0,5000,7498,4501,6056,107,5,145,5,2,2,6175,5888,6429,7202,115,5,89,1,2,5,4016,5035,2255,5726,30,8,2,0,0,3,7,1,2,3,0
1749,14,0,3,2,5833,6927,8478,10541,115,4,245,4,2,1,6203,5274,4532,14631,78,4,45,3,2,3,5568,7465,5455,6237,99,4,22,3,2,4,5329,5703,10077,7791,89,3,117,0,1,7,3912,4223,2860,5141,7,15,19,4,3,1,4892,6385,8102,13440,79,344,64,4,1,1,5362,4541,2818,10559,70,6,112,1,1,1,5036,7017,6721,5585,114,6,119,0,3,2,4595,5195,3996,7410,103,5,143,1,2,1,3691,3496,6842,6635,21,106,6,1,1,5,3,0,0,1,1
1862,82,5,2,1,6313,8493,9314,9406,107,1,102,5,1,3,6641,6470,7736,16993,105,5,8,0,1,0,5174,7460,3145,6879,133,4,22,3,1,2,5149,4857,5544,5926,91,3,25,0,2,6,3997,4942,6258,6585,19,11,31,3,5,0,4672,6793,4385,13686,62,5,76,2,3,0,4526,5485,4704,15726,69,12,45,1,0,0,4577,7912,4915,3430,104,5,51,1,1,1,4628,4282,6464,5224,94,9,99,0,4,3,3678,4214,4167,7682,21,10,6,1,1,6,2,0,1,0,1
2459,74,5,1,0,6725,8719,18546,7527,103,5,24,4,2,3,6246,5333,4005,11035,82,4,238,8,2,1,6804,6236,10938,6282,76,6,29,0,4,2,3871,4270,1842,8123,63,2,78,0,2,6,4561,4287,6020,6374,21,8,777,0,3,1,3441,6035,2508,9575,55,5,19,5,7,1,5970,4741,5018,18776,57,389,8,0,4,1,3963,6622,4971,14072,81,2,18,5,1,3,6529,5493,7758,5748,93,4,99,1,2,6,4499,4250,5861,3383,27,8,11,2,1,3,3,1,0,0,1
1971,106,1,1,0,5097,7518,3130,9218,123,5,154,0,3,4,5014,5716,5635,16266,103,0,711,1,5,1,4399,5784,7935,9268,95,3,51,7,3,1,6466,4886,8304,7895,96,4,117,1,1,7,4395,4342,3043,3901,19,13,950,2,1,0,5687,7361,6671,5132,128,5,238,1,3,4,5315,5156,4392,14503,79,6,893,9,0,0,7663,8335,8600,8898,121,3,222,1,3,4,4884,4694,6201,6625,90,4,111,0,3,6,4010,4519,4689,6954,22,5,3,0,1,3,3,1,1,3,0
1955,516,2,1,3,4989,7495,11639,13788,94,3,234,2,5,2,5186,5735,4380,18700,100,4,238,6,0,0,6419,7542,8423,7435,110,6,910,2,3,0,4259,4402,3767,5616,69,1,99,2,4,1,4271,4390,5074,6859,18,8,14,2,3,0,5384,7257,7734,12862,95,5,141,1,2,4,4659,5676,7365,15171,82,8,55,0,6,3,3947,5335,7130,9798,74,3,202,9,2,0,6647,5365,8961,5103,86,19,25,1,1,9,4408,5065,4268,4959,13,9,4,0,1,5,3,0,1,1,1
2159,24,0,2,0,4084,7137,4778,5869,83,3,233,2,1,0,4798,4804,5975,13343,73,4,51,0,2,1,3915,6679,4909,7342,59,4,202,2,0,1,5355,5656,4660,3745,124,7,161,2,0,2,4116,4855,6920,2902,10,11,10,1,0,0,4570,7725,4425,6833,92,4,23,1,1,1,4327,4884,4426,16620,69,4,84,3,1,0,4772,6948,6261,8032,82,5,21,0,3,0,4199,4776,2764,7524,93,4,99,0,1,0,3173,3987,2880,4304,24,9,5,0,1,2,0,0,1,1,0
1984,36,0,2,1,4945,7531,7715,13747,119,12,254,5,1,4,6959,6459,5258,12092,93,1,238,4,4,4,6118,6587,7127,7780,92,5,29,4,2,3,6109,4682,5186,3912,81,5,350,1,0,5,4348,4385,4061,1678,17,7,3,1,2,1,4826,7695,10343,10825,108,2,141,0,4,2,4594,4821,2098,16672,75,8,131,7,3,0,7594,7614,8061,7162,101,7,18,0,3,2,4325,4590,2186,5262,85,1,111,1,2,1,3615,2981,3725,8215,14,8,7,1,1,5,6,1,0,1,1
1866,75,0,1,3,4915,7353,6197,9319,102,1,11,4,3,1,5789,5772,4303,14063,87,3,166,2,1,1,5146,6644,5311,5765,91,11,21,0,0,1,4731,5529,6469,3624,107,6,902,0,2,2,3223,4197,1377,4692,23,9,86,1,3,0,5000,7352,6231,8589,117,3,14,4,0,2,6436,6664,4618,12392,109,3,910,1,1,3,6354,8069,5764,5186,125,6,51,1,1,1,6076,5454,4233,4179,130,5,50,0,1,2,3558,4867,3193,6066,15,8,3,0,0,0,11,2,1,6,0
1964,516,3,2,0,5897,7604,12427,11616,116,4,876,4,1,1,5447,4842,4633,18711,84,2,517,1,5,2,4316,5907,4587,9656,72,3,202,3,1,3,5171,5067,8792,4732,92,15,25,0,3,7,3909,3944,4693,7763,12,7,75,0,3,0,4871,7127,5786,13668,109,3,121,6,2,1,7376,7849,6723,16101,102,1,166,4,0,3,6605,8560,10111,7080,126,6,50,1,4,1,4598,5621,5982,9210,97,3,223,1,2,2,3988,4093,3951,8763,21,9,3,0,0,6,6,1,2,0,1
1703,82,0,4,0,4011,6903,9116,8827,91,5,141,0,0,0,4117,4691,792,11745,81,2,84,1,1,0,4599,7184,2955,7092,102,5,236,1,2,0,4251,4240,6277,6383,75,6,53,0,4,1,3526,4177,3974,9148,28,9,223,2,0,2,4711,7819,7113,12049,72,3,19,2,0,1,5740,7129,2796,17349,124,232,1,1,1,1,4678,6977,5638,3106,105,5,202,5,1,1,6522,5849,8429,7749,117,22,267,1,0,5,4349,4808,3373,4483,8,8,2,0,0,0,6,1,1,6,0
2007,223,3,2,3,6331,7866,12737,15907,106,1,45,3,1,2,5988,7169,6707,4678,112,3,91,4,4,1,5785,5537,5633,16499,89,3,42,2,2,4,5255,4938,6123,6161,88,7,143,1,2,3,4075,4259,6014,6143,22,123,57,1,3,3,4643,7420,8154,10981,78,4,876,4,4,2,5964,5082,8521,21364,83,3,31,3,1,1,5796,7679,8848,8933,124,4,81,3,2,2,4889,4391,4656,6529,70,6,147,0,3,5,3869,3405,3594,5774,10,12,3,1,0,4,3,0,2,2,0
1635,14,3,2,1,6332,9067,9308,10098,115,5,141,6,2,3,7492,8079,10364,16494,121,25,134,2,2,3,5635,7751,6819,6848,111,4,222,9,3,1,7611,7243,6748,8208,99,3,143,1,2,9,5309,4676,8272,6514,22,126,420,2,4,0,6384,7957,10482,16780,136,44,234,3,5,2,6343,6553,3340,19643,107,7,101,3,2,0,5884,7076,7111,7638,123,1,523,1,5,2,4749,5691,8146,9821,96,5,267,2,5,4,4463,3447,5184,9576,14,9,8,2,1,2,7,1,1,4,1
1801,126,1,4,3,5336,7300,11320,9467,111,5,19,8,3,5,6922,6588,5271,17314,75,368,99,5,0,5,6419,7870,9804,3181,108,5,81,1,2,3,4503,5080,6091,5960,95,4,161,3,3,2,4562,4728,8108,6029,36,16,48,4,5,0,6371,7459,8305,18723,116,4,79,1,3,1,4887,5786,3906,15035,92,1,950,1,5,0,5852,6726,2826,10056,116,7,360,5,2,0,6851,5525,7905,7412,109,5,111,1,3,5,4509,4723,3179,8510,23,6,6,0,2,1,11,1,0,5,1
2319,950,1,3,0,4512,7275,7118,6997,93,5,102,4,2,1,6375,7395,4003,15861,115,5,8,4,1,1,6554,8942,12974,9030,116,2,81,0,2,2,4205,5638,3537,6026,87,4,99,1,5,1,3975,4081,5878,7663,14,4,48,2,1,1,6520,8675,4707,9976,132,2,35,3,2,3,5145,5778,8723,12094,76,0,127,2,5,0,4289,6068,3326,10864,55,2,74,3,1,3,5381,4811,7796,4812,92,4,3,3,1,3,4730,5439,4801,6156,33,2,4,1,2,3,7,1,0,3,1
2305,266,4,4,0,4999,7505,11554,11953,83,4,64,1,0,0,4887,5878,797,10950,95,6,777,1,4,0,4569,6844,7084,12351,99,4,901,2,0,1,5016,5253,4801,4861,105,4,99,0,2,2,3621,3850,4979,6141,20,8,23,4,4,0,5462,7582,9279,14665,70,2,238,1,0,1,4935,6322,3152,12376,106,7,910,2,1,1,4927,7623,7948,6394,102,5,18,2,2,0,4950,4889,4611,6646,100,2,43,1,1,1,4087,5086,7038,6370,34,7,1,0,0,0,5,1,1,6,0
1782,110,5,5,0,5730,6393,8045,9208,77,4,20,5,3,4,6289,5909,6368,12904,71,6,127,0,5,3,3983,6315,5988,7968,71,2,96,6,6,1,5850,5490,11566,12103,84,4,25,0,4,4,3784,4182,3618,10164,22,10,39,3,2,1,6605,7271,6599,9656,130,4,141,3,3,3,5990,6454,4142,18124,105,20,517,7,4,2,6996,7900,10503,11246,95,5,202,7,3,3,6965,5775,10334,8484,98,17,99,3,4,9,5357,4777,9602,6953,23,8,2,0,0,0,8,1,1,6,0
1270,897,3,1,1,5808,8441,5260,12941,107,1,56,6,3,4,6609,6045,7053,14920,89,5,8,3,0,1,6236,8152,6677,6798,116,3,110,6,3,9,6850,5905,13056,5952,87,5,50,7,2,6,6137,5102,8610,7697,22,5,74,2,3,0,5210,7027,10599,7549,103,2,233,1,4,2,4380,5301,3694,16049,75,2,517,1,5,1,4081,5674,6809,11380,72,5,22,3,7,3,4862,4276,7214,10759,64,5,555,2,6,3,4734,3376,3907,10044,13,6,12,2,2,1,3,0,0,5,1
2160,92,0,5,0,3680,4962,8234,13328,74,2,233,3,2,3,5559,5299,2247,12281,86,3,103,0,0,1,4692,7497,4377,5907,111,6,222,5,2,5,6805,6042,10319,7413,112,5,111,2,2,7,4616,4095,4356,8237,19,8,57,4,0,1,5668,7794,6900,12078,110,6,35,4,1,3,5793,5918,5927,12664,91,5,910,0,0,0,5276,7710,5402,4921,122,4,360,3,5,2,5739,5142,10186,9860,101,5,235,0,4,6,4447,4280,4704,8242,34,7,6,1,2,1,6,1,0,5,0
1923,131,3,3,0,4816,6769,8083,10599,71,5,60,0,3,0,3787,4848,2527,13876,68,5,711,1,5,2,3836,5248,9627,9534,62,4,21,4,2,1,5947,6470,10106,7960,88,5,89,0,6,1,3252,3377,2360,9945,19,8,10,3,2,1,5404,7184,7766,7753,98,5,154,2,1,7,5309,5289,5292,12961,70,3,950,3,4,1,4545,5698,6259,10915,69,4,22,6,1,5,6373,5754,8567,6894,114,4,147,5,0,6,5525,4742,9182,4890,27,7,1,0,0,3,8,1,1,0,0
2064,17,2,1,2,4880,7466,9439,7645,80,16,56,6,1,1,6164,6262,6322,16486,95,4,8,1,3,2,5108,7341,5298,12161,99,2,21,4,2,2,5668,5712,6505,6217,111,2,111,2,1,5,4404,5345,3114,4967,12,7,36,1,2,0,4573,6750,5900,10800,84,6,131,1,6,3,4799,5009,3238,14098,78,3,157,4,2,0,7468,8658,12098,8950,125,7,145,1,3,1,3958,4528,3532,5449,65,3,99,1,2,2,3864,4496,4037,3643,17,5,6,0,2,2,7,1,0,1,1
1955,98,3,2,4,6068,7582,7225,11761,103,64,234,3,2,4,6577,6748,7143,17212,103,8,8,4,2,3,6365,6916,8458,8941,119,4,50,2,5,4,4753,4868,6104,10431,79,2,12,3,2,8,5099,3525,3674,8392,14,18,92,3,3,0,6062,7156,7761,9241,108,5,131,4,4,4,6331,5342,7481,11587,89,2,4,2,3,4,5588,6779,10424,9016,101,4,901,2,3,4,5523,6016,7227,5958,117,5,201,2,3,7,4710,3208,3625,7400,15,8,6,1,0,3,8,1,1,3,1
1922,897,3,3,0,5338,7097,10955,13020,92,4,107,5,2,2,6819,7446,7371,15539,123,2,142,1,3,2,5055,6092,4373,6727,101,16,81,1,1,3,5533,6004,10983,8320,118,2,37,3,3,4,4993,4399,5165,7017,8,11,57,2,2,5,5291,6397,9736,14151,84,5,79,1,4,5,5389,5360,4083,15802,85,2,950,4,2,2,6245,7165,7463,6664,122,3,145,4,3,0,5574,4741,6679,11052,98,4,16,1,2,2,3694,4054,3212,5319,12,8,6,1,1,3,7,0,0,3,0
1408,14,3,3,2,6343,7525,8115,13267,115,3,56,0,1,5,5382,6248,5060,15188,102,1,134,5,1,1,6015,7527,5952,6080,104,5,119,3,6,0,5496,5238,6988,10908,99,4,111,1,3,4,4052,3143,2880,7701,10,5,17,1,3,2,4822,7368,7922,6645,91,19,876,1,0,1,5625,7448,3753,18514,123,5,112,2,2,0,6060,8613,6711,7554,128,3,360,8,3,1,8000,5714,13114,8782,100,5,80,2,4,6,5231,5286,7944,10978,13,4,5,0,0,3,11,1,1,3,0
2033,31,2,1,0,4507,7052,6343,12627,83,4,245,1,2,2,4959,5422,5303,12683,90,5,90,1,2,0,4842,7522,7531,5591,111,4,21,0,0,0,4303,5175,5147,4932,105,3,350,1,1,0,3530,4480,4411,1850,9,8,79,0,1,1,4232,7628,7807,8053,75,5,76,3,2,1,5304,5429,6382,18442,84,10,777,2,1,0,5549,7689,5197,8842,110,3,202,1,0,0,5511,6368,3743,5625,147,14,117,0,1,1,3342,3468,1581,6159,11,14,2,0,2,0,6,0,0,6,1
3873,82,4,4,1,5841,7394,9806,11403,68,3,238,2,3,1,5115,6034,3773,13841,95,5,157,7,7,3,6667,6584,16206,13826,80,11,222,2,0,2,4752,5085,3613,5345,85,4,25,1,2,2,3826,4219,3482,7583,30,5,80,5,3,1,5106,6149,9759,11312,64,4,19,7,3,2,6722,7211,10563,20852,92,337,39,1,6,4,4837,6188,5062,12621,78,5,51,1,3,1,4981,5499,7002,6147,101,0,143,2,1,1,4468,4935,5611,3766,32,128,3,1,0,2,4,0,2,4,1
1771,24,2,2,2,5688,8073,8032,9614,118,3,19,2,4,2,4846,5582,3153,14736,80,248,45,2,4,1,4620,7351,5682,8804,86,5,202,4,2,0,6545,5297,7822,6068,109,29,350,0,1,4,3407,4571,2379,2685,2,4,17,3,3,0,4749,6791,6211,7530,78,24,106,6,1,2,6342,6539,5604,15351,81,3,711,1,3,3,5345,8062,7148,6865,104,4,360,3,1,1,5634,4712,3215,4416,97,2,43,0,2,3,3840,4476,3557,6343,32,8,5,0,0,0,3,1,1,6,1
1811,106,3,2,1,5506,6766,6354,9835,92,9,72,1,5,5,5198,5090,5822,21012,82,0,90,2,3,3,5398,6136,7334,7015,108,9,81,7,2,1,6939,5485,10972,8788,112,3,16,0,3,6,3919,4263,2216,4985,16,10,10,1,2,1,5143,6979,4481,6085,105,2,876,6,3,6,6782,5307,10315,18238,69,9,893,5,0,6,6673,8201,10105,6572,118,5,360,2,5,3,4936,5004,7112,7817,82,4,412,1,3,6,4043,3847,2536,6674,17,8,7,1,0,2,6,0,1,4,0
1514,92,3,3,3,5633,7043,9058,10830,94,5,131,5,4,3,6890,7561,7773,14605,113,2,91,2,2,1,4773,6487,5766,9240,93,3,202,1,2,1,4915,5448,5751,7480,108,20,43,0,1,2,3742,4640,2790,5521,25,13,799,2,6,2,5084,6432,9569,13622,95,6,120,1,3,4,5442,6581,4356,18401,103,2,13,6,0,1,7196,8532,8021,8670,138,7,81,3,1,0,6052,5596,9951,5679,134,5,40,0,1,2,3367,4301,2015,5423,18,9,2,1,0,5,4,0,2,1,0
1613,10,0,3,0,4518,7186,1826,6634,114,5,113,1,3,4,4969,5604,4179,13675,78,4,8,2,3,0,5206,7225,4103,11836,102,4,360,13,4,0,9632,5607,12783,10990,113,5,89,2,3,13,5893,5317,5850,7877,15,6,516,2,0,1,5720,8332,4992,4009,128,4,64,7,2,4,7246,6781,9660,12971,105,6,90,1,2,7,6430,7507,9167,6665,115,6,81,4,8,3,5949,4954,10847,12001,79,3,350,2,6,3,4359,3802,3452,7270,11,6,9,1,0,1,8,1,2,5,0
2343,17,2,5,0,5185,7033,11255,9806,91,17,141,3,4,5,6101,5644,5612,16260,83,4,55,8,2,1,6441,7656,8422,8852,66,5,222,0,3,0,4480,5418,1613,4976,104,4,54,2,1,4,4661,4299,5691,3334,24,6,57,5,2,0,6135,7798,6066,12004,96,5,234,1,2,4,4876,4929,3347,13368,72,5,39,4,6,2,7036,6635,9878,13052,108,2,15,3,2,5,5835,4948,3220,6121,106,2,99,2,3,6,4906,4054,4838,5124,11,10,8,0,1,6,13,2,1,0,1
2500,98,1,1,1,3798,7083,4638,8495,58,61,154,5,1,7,6481,5777,9805,16917,92,3,126,10,1,1,7309,7846,12059,7204,106,4,360,1,4,8,4986,4483,8461,11375,76,6,117,0,3,7,3842,3998,3871,5892,17,10,150,1,1,1,5320,7764,7639,6426,115,4,56,1,3,0,4820,5382,4087,14050,91,5,55,0,5,1,4341,6240,4838,9723,99,3,112,3,3,4,5665,5187,9701,7006,87,5,14,5,5,3,5488,4889,8940,15463,30,11,3,0,1,3,6,0,0,3,1
1325,150,4,2,5,7124,7935,10656,7352,121,3,234,3,2,7,6536,6697,8025,16647,96,2,7,5,1,1,6431,8031,10169,6891,113,5,51,5,1,3,7316,5965,8850,4554,124,4,267,2,2,6,5105,5186,3950,6986,16,14,266,2,6,0,4513,5847,5879,14459,93,5,154,1,2,2,4997,5506,3907,18896,89,3,157,3,6,2,5425,6199,8912,13888,100,6,895,1,3,2,4652,5777,1746,8645,97,6,350,1,2,3,3737,4859,2833,3373,11,14,15,3,0,6,2,0,2,0,1
1820,68,4,1,0,6095,8054,7691,6576,117,5,64,5,0,2,6289,5711,4003,10222,87,8,112,0,6,1,4260,6512,6625,10568,78,4,22,5,5,4,6174,5731,7555,9053,110,5,142,3,3,9,5595,4443,7641,7192,35,16,85,0,3,2,4129,6468,2415,7653,89,3,11,2,2,3,5429,6172,2438,13160,95,5,893,4,1,2,5638,7059,9258,8025,108,8,81,7,3,1,6897,7302,8435,7653,109,6,35,2,8,6,4539,3717,8268,9510,19,9,7,1,0,3,2,0,2,3,0
1784,83,2,7,2,4685,5242,4426,12106,46,253,234,6,4,3,6644,5436,6029,14826,77,3,55,5,3,6,6041,6475,13995,8310,67,5,96,2,1,3,6006,6756,9244,5159,126,5,267,1,2,4,3961,5386,2956,5319,19,11,233,13,6,1,8636,7609,15182,14202,80,5,107,0,3,5,4429,4961,3154,12294,77,3,84,1,4,4,4396,6323,4696,10868,79,5,22,2,3,1,4524,5010,6518,6935,85,4,25,1,2,1,3414,4312,3226,8078,9,4,7,1,1,6,3,0,0,0,1
2185,114,1,3,0,5336,6930,6980,10347,109,5,76,0,2,1,4039,4530,1425,12391,72,27,245,2,0,0,5652,7704,5087,4870,136,7,222,3,2,0,5828,5712,5113,4116,131,5,902,0,2,3,3741,4126,2338,4265,25,21,516,2,1,2,5583,8421,6725,9293,120,4,62,5,0,0,6165,6812,3368,9769,109,5,96,0,2,0,4800,7760,3094,4437,135,5,22,2,1,2,5671,5621,5186,4513,130,7,412,0,2,2,3478,4012,1164,3651,29,7,3,1,1,3,1,0,1,3,0
2271,19,0,2,0,3971,6137,2986,9078,96,224,33,1,3,2,4526,5361,2813,12116,75,4,45,1,4,0,4281,6461,3394,8553,85,6,99,4,1,3,5440,5514,11009,4709,93,2,518,3,2,5,4636,3989,6224,6954,26,4,777,4,1,0,6260,8356,8844,6546,108,1,32,1,1,1,5239,6277,3552,16849,109,5,711,4,0,0,5556,9080,8249,3729,99,5,21,2,4,0,5738,5487,5797,8214,104,5,50,1,3,2,3967,4204,4521,9137,6,4,1,0,1,0,5,2,0,6,0
1536,14,5,8,0,5805,6966,11595,18658,76,5,60,1,3,0,4414,5302,2268,13836,78,4,157,0,5,0,3605,5813,2390,10865,74,3,222,1,0,0,4900,6617,3797,3050,111,4,54,0,6,1,3407,4284,4952,8390,16,8,110,8,5,0,7414,8484,13844,10834,100,5,141,3,1,4,5770,5913,5361,14609,80,8,127,5,0,1,6764,8124,8087,3713,117,5,119,5,1,2,6558,5844,8744,9427,114,0,44,1,0,7,4253,5107,3199,2550,18,2,3,0,1,0,10,2,0,3,0
