game_duration,player1_champion,player1_kills,player1_deaths,player1_assists,player1_gold,player1_experience,player1_damage_dealt,player1_damage_taken,player1_creep_score,player1_wards,player2_champion,player2_kills,player2_deaths,player2_assists,player2_gold,player2_experience,player2_damage_dealt,player2_damage_taken,player2_creep_score,player2_wards,player3_champion,player3_kills,player3_deaths,player3_assists,player3_gold,player3_experience,player3_damage_dealt,player3_damage_taken,player3_creep_score,player3_wards,player4_champion,player4_kills,player4_deaths,player4_assists,player4_gold,player4_experience,player4_damage_dealt,player4_damage_taken,player4_creep_score,player4_wards,player5_champion,player5_kills,player5_deaths,player5_assists,player5_gold,player5_experience,player5_damage_dealt,player5_damage_taken,player5_creep_score,player5_wards,player6_champion,player6_kills,player6_deaths,player6_assists,player6_gold,player6_experience,player6_damage_dealt,player6_damage_taken,player6_creep_score,player6_wards,player7_champion,player7_kills,player7_deaths,player7_assists,player7_gold,player7_experience,player7_damage_dealt,player7_damage_taken,player7_creep_score,player7_wards,player8_champion,player8_kills,player8_deaths,player8_assists,player8_gold,player8_experience,player8_damage_dealt,player8_damage_taken,player8_creep_score,player8_wards,player9_champion,player9_kills,player9_deaths,player9_assists,player9_gold,player9_experience,player9_damage_dealt,player9_damage_taken,player9_creep_score,player9_wards,player10_champion,player10_kills,player10_deaths,player10_assists,player10_gold,player10_experience,player10_damage_dealt,player10_damage_taken,player10_creep_score,player10_wards,team1_turret_plates,team1_turrets,team1_dragons,team1_grubs,team2_turret_plates,team2_turrets,team2_dragons,team2_grubs,Winning team
2292,33,0,2,2,4309,5989,3307,9025,84,4,141,4,1,4,6174,6592,5741,16919,103,5,711,4,1,2,5480,6241,8076,5490,98,4,81,4,1,5,6653,5475,8548,5970,100,5,27,2,1,6,5151,4625,6344,8659,26,6,887,2,2,0,5619,7413,8095,7655,115,5,121,2,2,0,5247,5559,4275,12807,91,5,45,0,1,1,4105,5665,3486,6849,80,4,21,1,5,1,4919,4975,6859,9945,88,2,111,1,4,3,4083,3559,4297,9414,18,8,11,1,1,3,6,2,1,3,1
2022,92,1,2,2,5074,7648,5982,6418,91,5,131,8,2,5,7278,7221,11807,15532,89,2,3,2,3,3,4957,6809,8036,11053,95,5,51,5,1,0,5462,4995,10480,6956,97,2,350,0,1,5,3599,4655,5538,2154,11,9,875,2,2,0,4635,6896,7049,10209,82,4,233,1,6,2,4894,5865,6130,18301,88,4,39,4,4,0,6605,7604,12654,11989,118,5,222,2,0,0,4881,5099,3206,5537,94,5,223,0,4,2,3702,4337,4550,11464,37,10,5,0,0,4,3,0,2,2,1
1691,86,4,2,0,6403,8043,12261,11214,112,6,11,0,1,1,4440,5273,1411,12303,84,2,517,2,3,1,4511,6216,7861,10647,70,4,51,7,1,0,7299,5792,10920,8343,124,2,16,0,3,6,4225,4635,3394,7118,20,11,23,3,3,1,5446,7545,8669,13877,93,3,56,4,0,3,5759,6025,6394,15495,92,5,103,1,3,4,4718,7440,7316,7286,81,5,222,2,5,2,4184,4601,6053,10655,64,5,888,0,2,5,3713,5073,3436,6386,26,9,8,2,1,3,2,0,1,3,1
1885,54,2,0,0,4562,6501,7329,8314,91,5,254,0,3,1,4078,4709,1444,13060,77,4,45,1,2,2,4964,7389,6881,5830,106,5,51,3,2,2,5355,4944,8829,6787,93,4,89,2,1,2,4065,4636,2617,7314,28,6,164,2,1,2,5577,7317,9558,8903,114,2,62,4,0,0,6012,6279,2964,12323,114,2,1,0,2,2,4617,6768,4931,7660,103,5,22,1,3,1,4225,5050,5742,6949,77,4,143,1,2,2,4244,3819,7177,5202,24,133,2,0,2,2,2,0,0,4,0
1875,223,3,1,1,5903,7486,8506,13447,118,5,59,3,2,5,6186,6344,6288,16037,95,1,893,3,1,4,6609,7618,8143,7032,109,5,81,5,2,1,6966,5836,8031,5106,124,6,147,1,2,2,4179,4334,4044,4844,23,10,875,2,4,0,5464,7250,11259,12307,100,5,32,1,4,4,4723,4942,4986,15753,78,4,105,4,3,0,6354,6392,7045,7242,101,3,67,0,2,3,5072,5641,3119,6493,124,5,235,1,2,3,4143,4544,3264,5596,28,11,11,2,1,4,6,0,0,2,0
1676,55,2,4,1,4465,6362,7478,8409,68,4,80,4,3,3,5666,5570,3793,16913,86,6,85,2,1,2,5562,8066,7748,5142,107,6,81,6,3,4,7056,5942,9485,9142,109,4,235,2,5,6,5003,4321,8049,10647,10,13,266,0,2,0,4340,7035,2830,8407,107,3,91,8,5,3,7127,6598,8312,15053,95,3,43,3,0,3,5848,7583,8490,8172,107,6,67,2,5,4,5124,5664,8137,9798,86,5,117,3,4,8,4856,4352,5407,7555,10,10,7,0,1,6,2,0,1,0,0
1420,777,1,4,2,5087,7824,5146,10072,106,4,106,2,1,1,5710,5930,4094,12713,105,5,134,4,1,2,6189,7511,8941,6660,114,4,157,7,4,1,5820,5083,8166,11029,102,6,267,1,1,5,4285,4430,4631,7113,24,11,84,3,1,1,5745,7538,7411,7251,116,6,59,2,1,2,4848,4959,3984,11436,71,0,166,0,5,1,4135,6809,4345,8649,97,5,145,5,1,0,6267,6456,11930,6712,121,7,555,1,7,5,4130,3843,4957,9571,15,9,4,1,2,6,2,0,0,0,1
1917,23,4,3,0,6324,8486,8871,13080,106,3,56,4,2,2,6154,6169,5040,15473,97,0,101,2,0,2,5606,7899,4234,3501,120,3,25,6,3,6,6669,4654,7660,9031,34,9,99,3,5,8,5577,4632,10912,8851,63,7,82,1,5,2,4472,6885,8590,10673,82,4,131,4,3,0,5525,5211,5189,12191,80,3,157,1,1,3,4937,7328,4878,6522,103,8,18,5,4,2,5302,4325,6969,9384,49,5,800,2,6,7,5091,4157,7675,8607,26,10,10,2,2,6,4,0,0,0,1
2000,875,4,3,0,6707,8558,7532,11887,123,7,62,3,3,2,5018,5729,3541,13215,91,4,134,0,2,4,5136,7751,6168,3937,118,4,110,6,2,4,7159,5829,10310,5517,115,3,800,2,6,8,5019,4192,7090,7898,16,9,80,1,4,3,4869,6254,6344,7488,81,4,68,6,2,2,6801,6099,9593,13081,79,2,13,6,3,2,6935,8775,8154,10443,138,5,202,0,0,3,4484,5641,4656,5698,114,21,412,3,7,3,4043,3041,2285,10831,19,13,11,2,1,6,3,0,1,0,0
1725,114,8,0,0,9159,9112,10436,9172,131,4,82,4,0,4,6616,5948,3885,12807,97,3,777,1,1,5,6042,7368,8806,7655,112,5,498,1,5,2,4524,4725,5824,8876,74,6,80,2,4,3,4489,3775,5327,6671,27,7,86,0,5,0,4097,6366,4381,10209,92,5,28,2,4,1,4464,4586,4961,12860,66,5,157,1,5,1,4517,5835,7252,12679,82,6,145,4,1,2,6575,6391,6679,6237,118,5,555,3,1,3,4776,4848,5093,5855,25,7,11,4,1,6,4,1,0,0,1
2770,68,3,2,0,5345,7069,6583,7411,109,5,876,2,1,3,5719,6341,7254,19619,102,1,99,0,1,2,5682,8053,2262,6733,131,5,145,4,2,1,5849,5275,5705,9129,117,5,235,1,2,5,4678,5437,4156,6320,23,9,516,2,2,1,5507,7793,6302,9342,120,3,113,2,2,4,5695,5936,5327,14924,96,8,112,1,1,1,4941,6935,8092,4700,122,5,202,3,3,1,6026,5197,10616,5555,117,5,497,0,2,4,3877,4569,2949,6081,25,6,5,1,0,3,4,0,2,3,1
1860,82,5,2,1,5813,7789,12929,9422,79,4,11,1,3,1,5017,5713,1928,16176,99,4,45,0,2,0,4473,6697,1626,5077,118,6,51,0,0,0,4253,4490,2403,2095,103,4,350,0,0,0,2806,3907,836,0,10,3,106,2,4,2,4605,6360,7052,13069,76,3,33,3,2,2,5430,5144,5466,12605,87,4,103,1,0,1,5238,8615,3357,2722,135,3,202,1,0,0,5067,4946,1152,1798,128,27,111,0,0,1,3206,4889,875,2337,28,4,0,0,1,6,4,0,0,0,1
2177,86,2,3,2,5019,7272,5214,9195,93,5,254,5,3,6,6677,6495,8083,14829,85,2,85,3,2,4,4832,6666,6032,6570,61,5,360,2,1,4,5526,5005,3776,6034,108,4,50,4,0,3,4624,5113,6257,7594,24,10,6,4,3,2,6008,7464,8585,8491,101,4,131,2,3,3,5513,5861,5201,13301,99,6,800,3,3,3,6188,7390,6723,6748,112,5,895,0,4,2,4195,5165,2770,6468,90,0,161,0,3,1,3505,4909,8251,4590,18,8,2,0,1,2,5,0,0,4,0
1605,223,2,3,0,4940,7592,8798,17602,98,4,234,2,5,1,5234,5277,4817,17788,92,2,161,2,2,1,5314,7001,6975,5778,103,9,51,4,4,1,5973,5642,7168,7377,109,5,432,1,2,7,4862,5803,4682,7810,23,48,897,2,2,2,5484,7968,15793,13239,107,4,120,3,0,2,6911,7445,4139,15563,126,5,55,5,3,0,5834,6624,6329,8881,105,5,202,6,3,1,6300,5578,7443,7334,98,20,412,0,3,9,4921,4591,4964,7838,19,10,3,1,1,0,7,2,0,6,0
2318,86,1,1,0,4477,6500,6530,6704,89,4,28,7,2,2,6231,5922,7127,10287,66,5,800,3,1,2,5929,7797,6562,6341,123,4,145,1,2,4,5217,5033,4216,5104,102,3,497,0,3,2,3459,3798,1666,6929,27,12,516,2,2,0,5259,6906,3067,9573,99,4,19,2,3,1,4930,5406,2457,15457,86,372,45,1,2,1,5230,6952,3737,5212,96,3,21,4,2,1,5956,5363,7242,6105,102,3,143,0,3,7,4404,4108,4635,5099,14,119,5,0,1,0,6,1,0,6,1
2010,122,3,4,1,5252,5831,6328,10200,87,5,234,4,0,4,6260,6210,6408,13901,103,6,1,3,1,3,6190,7284,9402,5856,126,5,96,1,2,3,5122,5680,5629,5128,102,4,555,0,2,3,4065,4523,3419,6352,29,7,6,3,2,1,6462,8001,7828,8625,118,4,19,2,4,2,5007,4848,5865,18398,81,240,8,1,3,0,4760,7283,6298,11140,100,4,18,2,2,2,5081,4332,3231,6287,87,6,412,1,0,3,4104,4723,3700,2847,41,8,4,1,0,4,5,1,2,2,1
1483,777,4,2,0,6576,8767,14737,10385,117,5,141,1,3,2,4995,6201,4693,15475,96,5,105,4,3,0,5661,6612,9200,9311,87,7,81,0,4,2,4098,4238,5692,7062,84,4,111,1,3,1,3559,4405,2058,7575,19,5,31,2,4,0,4615,6603,7710,16963,84,2,11,0,2,1,4506,5481,4109,15464,95,2,245,9,3,2,8191,8612,12554,12554,111,7,110,3,0,5,6364,5286,7724,4176,112,4,267,1,1,8,4924,5264,4037,4655,12,13,5,1,0,4,7,2,2,2,0
1744,48,2,4,1,5011,7436,3093,11815,76,1,11,5,4,0,6220,6215,5408,14946,98,3,238,3,2,2,4506,6821,6031,8397,55,6,99,0,2,3,5303,5674,6722,5026,130,2,50,1,2,0,3573,4656,3750,5483,30,11,74,4,3,1,6715,8425,10578,8354,122,3,32,3,2,3,5777,6434,6541,14824,93,0,268,4,4,3,5863,6915,8346,10239,83,3,222,3,2,0,5291,5342,3385,5213,107,5,902,0,0,5,3901,4794,4205,2304,23,18,4,0,1,1,5,1,1,5,0
1341,799,2,0,1,6003,8651,7510,4539,135,5,35,5,2,3,6315,6424,5624,11607,104,2,38,1,0,4,5252,7545,6823,8420,129,5,67,1,0,3,5004,5268,4409,5734,112,5,99,0,1,3,3584,3642,5327,5064,19,11,887,0,2,0,4356,7021,1857,8492,103,4,131,1,2,2,4664,5039,3797,12347,76,2,45,0,2,0,4276,6523,7283,7425,107,6,42,2,1,0,4690,4922,6401,5278,94,4,117,0,2,2,3485,3253,3340,5659,13,11,5,0,1,2,0,0,0,4,1
1807,80,1,0,2,4725,7012,8330,6974,110,3,32,2,2,6,5195,5562,4920,13210,73,0,517,4,1,1,5374,7350,5382,12591,96,2,145,6,1,0,6925,5897,7704,6390,131,7,267,0,2,8,4384,4774,4089,5333,23,10,86,0,2,0,4915,7478,4953,10942,127,4,91,2,1,1,5644,6618,3674,16561,109,4,3,1,4,1,5011,7093,12416,11410,117,3,22,1,4,2,5259,6314,7003,6840,114,5,26,2,2,2,4251,3500,2557,4880,21,9,3,1,0,3,7,0,2,3,0
1995,54,1,1,1,5515,7806,7128,5966,138,5,56,0,2,2,4764,5516,2920,12972,98,6,61,2,1,0,5653,7307,4466,5386,122,5,157,7,6,0,6144,4610,10791,10544,90,8,201,1,4,6,4441,4374,3732,10570,25,9,79,0,2,1,4773,7056,3789,9371,122,3,200,8,1,2,7546,6704,7535,13729,101,1,103,2,0,3,5917,7798,3954,2754,131,1,81,3,4,7,6289,5947,10401,9518,113,6,25,1,4,5,4075,3588,5241,7200,17,11,2,0,0,6,6,1,1,0,1
1735,10,3,2,0,5240,8060,6715,8347,96,5,62,3,1,1,5540,5653,3088,11713,88,2,90,0,3,0,4471,7108,1349,6186,115,3,222,1,5,3,5093,5089,6549,9664,110,4,117,1,3,4,4012,4085,3882,5228,25,10,24,1,3,0,5629,6901,5245,8637,106,5,59,4,0,3,6505,7025,4552,13144,112,3,800,3,0,0,6277,8630,5686,2267,130,5,523,6,1,2,7382,5825,10536,6300,135,5,412,0,4,9,4482,4073,3156,9548,21,10,3,0,1,0,12,2,1,6,0
1710,875,1,5,0,4427,6112,7185,11880,98,5,200,2,4,3,5562,5655,5025,17213,95,0,134,2,1,0,5035,6774,6872,4355,101,4,523,1,1,1,4880,4737,3881,6747,100,4,412,0,1,2,3352,3838,1417,6613,23,8,86,5,0,1,6896,8371,8999,12847,116,3,131,2,4,1,5024,5002,6180,11216,83,2,127,4,1,0,6379,7316,4395,7826,127,3,51,1,1,3,5019,4840,7517,6034,95,5,350,0,0,4,3972,4314,3984,442,10,11,4,0,1,2,10,2,1,4,0
1774,266,3,2,0,5715,7578,7696,9253,106,4,20,3,2,5,5901,5846,5511,16473,92,6,54,1,3,1,4389,6051,5146,8825,85,4,110,4,2,3,6132,5693,11277,6536,115,5,412,0,3,4,3548,4102,3152,7114,26,11,6,2,2,0,6158,8094,8264,8823,118,5,104,3,3,4,5907,5272,8551,12739,92,1,112,1,1,2,5140,7815,7634,5320,119,5,119,6,3,0,7378,6437,8594,9619,100,3,40,0,2,8,4062,3793,3470,6548,19,10,5,0,1,3,9,1,0,3,0
2027,799,3,2,0,4975,8221,9309,12316,85,5,11,2,3,2,5050,5355,3370,13514,72,3,39,3,4,0,5177,7040,8405,12807,105,4,360,5,4,1,6574,5162,9474,12064,112,2,350,2,1,3,4512,5359,3898,3230,8,4,240,2,2,0,4321,6911,8602,11501,82,5,35,1,5,6,5317,6034,6295,11928,86,5,517,2,3,1,5130,7210,9175,11932,88,2,18,4,5,0,5267,4835,6341,9141,68,4,526,5,0,4,5654,5133,7373,5332,23,9,6,1,1,0,4,0,1,3,1
1474,86,4,5,0,6297,8301,15277,13956,111,4,233,2,4,1,5534,5494,5765,16209,89,1,42,0,3,1,5104,7152,4111,6806,129,5,910,0,3,0,5012,6101,8604,6408,127,6,40,0,4,0,3167,3452,1935,6518,21,11,14,2,4,3,5271,7015,7210,17199,90,4,104,9,1,0,8066,7321,7497,14248,113,1,43,4,0,2,6191,8745,7091,7123,125,5,81,4,1,2,6174,6297,7957,7367,129,4,267,0,0,9,4025,4888,3271,5484,13,6,9,0,0,6,5,0,2,0,0
1809,875,1,5,0,4753,6544,9801,15405,101,4,56,1,3,3,5033,5553,3834,17303,91,3,10,2,5,0,5266,6110,5710,11433,110,5,67,3,3,4,6602,4854,8877,9904,100,2,12,3,2,4,4505,4244,3248,9236,12,10,8,5,1,0,6021,8196,12082,11239,109,5,154,3,1,8,5910,5496,6307,17433,89,1,55,8,2,3,6906,6677,12196,7364,90,2,222,2,3,5,5495,5064,9791,7337,111,4,40,0,3,12,4289,5035,6084,6730,13,5,6,0,0,3,4,1,1,3,0
1994,36,2,1,0,4398,7998,7396,10140,78,2,56,0,1,0,2834,1967,232,4927,32,1,8,2,2,1,5070,7368,6853,9656,79,5,895,3,7,3,5398,5891,6867,12680,74,4,63,3,7,3,4827,5585,9909,9645,30,2,23,1,2,0,5357,7187,9327,10746,111,5,79,2,1,3,5049,5326,3622,13841,80,5,238,3,0,1,5473,7354,8365,5575,100,3,202,7,4,6,6560,5821,10628,9143,93,30,25,5,3,7,5370,4882,7571,11682,22,7,2,0,0,0,10,0,1,6,0
1250,24,1,0,2,5925,6896,6369,9395,106,5,131,1,1,0,5242,6257,949,9900,119,2,13,3,0,0,6433,7997,7019,6340,148,6,81,3,4,3,5853,5429,12897,9137,112,4,26,0,2,7,4143,5025,5886,4480,17,13,85,0,1,1,3393,4618,3400,5209,62,3,77,4,1,1,6216,6296,3440,12400,114,3,166,1,0,1,5093,7372,7754,7426,123,6,360,1,3,2,4907,4785,4767,6553,107,5,223,0,3,5,3880,5012,4433,11503,31,7,7,2,1,6,2,0,1,0,1
1913,17,0,2,2,4541,7303,4696,5978,105,19,20,2,5,2,5236,5411,4121,22103,91,1,38,3,4,1,4779,5823,5235,12363,59,4,222,1,0,1,5680,5198,5448,4383,138,3,117,1,0,1,3875,4713,3404,1984,22,10,62,7,2,2,7406,8639,18068,10241,109,4,19,1,1,1,4690,5543,1747,14792,89,183,99,2,2,0,5993,8070,4251,5728,136,5,81,0,1,0,4818,5397,3621,5871,128,4,16,1,1,1,3889,4822,1559,5004,30,8,3,1,0,5,9,1,2,1,1
2094,58,5,4,1,7005,8272,11068,16749,113,3,56,1,4,4,4942,5204,5521,17898,81,1,134,3,0,1,6013,7005,4944,5617,100,7,29,3,3,2,5155,5186,6023,7332,93,1,497,1,3,3,4062,4127,2444,6812,21,11,83,3,5,0,4543,7503,9699,11600,61,256,887,3,2,2,5896,6354,6012,16495,107,5,777,2,2,2,4967,6049,7145,8856,98,4,157,4,3,3,5708,5258,5257,7489,88,6,800,1,1,4,4310,4746,6655,4574,33,8,7,1,1,1,5,0,1,2,1
1907,126,5,5,0,6631,6661,13388,10016,81,3,427,1,4,5,4653,5049,3213,7123,71,8,777,2,4,2,5068,6322,8488,9038,94,4,222,3,6,3,4711,4410,6066,7753,68,5,910,1,3,4,4378,4945,6861,6575,39,6,72,2,2,5,4918,6625,4476,13083,59,2,19,5,3,6,5863,5341,6138,15081,68,268,55,3,1,2,5277,6705,7088,7095,86,4,51,12,1,2,8602,5815,11300,5974,89,4,89,0,5,11,4493,4567,4694,11160,6,9,6,1,0,2,8,1,1,4,1
1690,34,0,0,2,4675,7457,6348,6682,113,3,56,6,3,4,6748,6582,7866,16903,99,1,799,3,1,2,5439,7124,10384,7834,105,5,30,4,1,4,6099,5832,8309,3316,118,3,267,0,0,4,3431,4452,1604,3318,24,11,86,2,3,0,4910,6454,6101,12232,91,3,131,1,4,3,5380,6038,4273,14252,106,3,157,0,2,0,4647,6875,4394,9402,110,7,350,1,3,1,3642,3951,2822,5538,21,6,81,1,1,0,4930,5415,4648,4775,126,5,1,0,0,3,2,0,1,3,1
2184,14,5,8,1,6549,7385,11451,17509,96,4,131,2,4,2,4859,5096,4289,14244,77,4,950,2,3,1,5705,7357,4484,8399,130,5,51,2,0,1,4840,4789,4256,5129,97,5,350,0,0,3,3389,4451,3807,1569,11,11,106,9,7,1,7095,7881,13904,17620,80,5,121,4,3,3,5800,5533,8173,14342,72,5,45,2,0,2,5194,8558,7273,4567,103,4,202,0,0,0,4457,5222,1869,3331,111,23,63,0,2,0,3471,4169,4922,5619,18,8,3,0,0,5,5,0,2,1,0
2136,10,1,0,0,4672,7691,4240,3820,113,5,154,1,1,1,4342,4457,2471,15551,75,5,238,3,2,2,5113,7326,9960,5913,88,4,21,2,1,1,4635,4274,4330,5133,82,5,44,1,3,2,3625,3544,1048,6887,17,11,39,0,1,0,4677,7308,1840,5129,125,5,254,2,2,1,5420,5999,3535,10769,100,2,84,0,3,2,4244,6830,2526,9527,72,1,51,4,0,1,5890,6014,8609,3609,98,5,99,1,2,2,4024,3465,5240,5178,13,11,0,0,0,6,3,1,2,0,0
1689,86,0,4,0,4977,6736,6774,11590,108,2,131,0,3,1,4667,5767,2927,14013,99,5,157,2,2,0,4863,6699,3855,6931,92,6,22,7,2,4,7259,6186,11465,7805,115,0,800,4,1,7,5669,5210,6848,5092,24,9,19,6,0,0,6061,7963,11452,12005,117,350,20,1,1,4,4669,5206,3021,14380,71,5,711,3,3,5,5002,6229,7593,6764,67,3,222,2,4,0,3991,4095,5650,10249,50,1,888,0,5,3,3358,3703,2457,5730,17,11,11,1,0,1,0,0,2,2,1
2043,106,1,1,2,4370,6985,2837,8914,78,5,11,6,4,8,7476,6227,8288,15699,86,2,55,8,2,5,7565,6785,15361,8528,91,6,222,1,4,2,4761,5691,3533,6327,101,5,26,1,2,12,4517,5241,3207,7690,24,4,85,0,3,3,4930,6979,7280,10015,104,5,62,9,4,1,7673,6404,9282,13422,91,2,893,0,3,6,5117,6669,7384,8881,104,7,202,1,2,3,5133,6371,4015,4744,103,20,78,3,5,3,4872,2925,5007,11048,17,17,3,0,2,3,5,0,0,3,0
1639,24,1,5,0,4499,6075,7752,14004,100,6,80,3,3,4,5562,5955,4362,15218,88,5,8,2,0,2,5741,8690,5986,9296,128,5,21,5,1,2,7292,6163,9502,6952,123,7,111,1,1,5,4147,4508,3364,4863,18,8,31,5,1,0,7043,8964,10586,11441,124,3,64,3,2,4,5875,6131,4285,12572,92,7,112,0,3,0,4555,6877,6986,7131,119,3,222,2,3,1,5673,5487,4632,7368,108,7,117,0,3,4,3837,4010,2919,6248,25,13,5,0,0,3,7,1,1,3,0
2223,48,1,4,0,4120,5867,5168,9605,71,1,131,9,2,4,7069,6276,12703,17472,90,4,777,6,5,1,6260,7439,11787,14165,82,3,18,5,3,3,5298,4879,7428,9621,59,1,267,0,2,10,4155,5235,3469,5940,13,6,31,5,3,0,6396,7383,10850,15441,88,4,233,0,6,3,4253,4326,5523,14699,60,3,517,6,5,1,6206,7865,12511,13692,71,3,21,3,5,1,5540,4587,9132,8735,93,5,99,2,3,1,3771,3976,5330,6427,6,6,6,0,2,2,8,1,0,1,0
1865,48,3,4,6,6874,7015,7790,12134,120,4,233,6,5,6,7377,6408,11486,19468,101,4,166,5,3,7,7444,6619,12259,7242,102,20,145,1,5,1,4537,5286,5692,10495,97,4,497,2,5,5,4604,3894,3455,9254,12,12,92,4,5,3,6275,6622,9789,10570,100,6,64,4,4,5,6445,6060,8439,15369,102,5,68,3,4,1,6015,6913,6486,8485,98,2,81,9,2,1,7337,6662,13154,9743,111,6,43,2,2,14,5219,4375,8033,10090,9,14,8,1,0,6,7,1,2,0,1
2124,887,3,3,1,6215,7827,15659,12052,103,5,19,5,0,1,6114,5974,6599,17364,93,314,157,1,0,3,5422,7217,6510,4971,124,6,147,0,3,2,4485,5555,5338,5722,95,5,12,2,0,0,4167,3783,1827,4065,27,13,75,2,4,1,5043,7229,6877,16918,94,3,32,2,3,1,4805,4883,4175,13927,77,5,91,0,1,0,3739,6344,2657,5996,84,1,21,0,1,3,5043,5687,5286,6233,114,3,89,2,2,1,4008,3903,4469,5758,28,11,9,1,2,3,1,0,0,3,1
2127,150,2,4,0,4719,5955,6740,9955,81,4,56,2,3,2,5261,5513,3875,17247,99,5,517,0,1,1,3942,6587,2568,6772,70,6,51,4,3,4,6208,4541,8605,7257,75,5,223,5,3,4,5744,4649,8057,13674,32,4,777,3,1,2,5990,8529,9389,10059,119,5,57,1,2,6,4901,5461,3480,12843,90,4,74,4,1,4,5145,5953,5850,3391,61,5,222,4,3,4,5172,4404,7712,8252,66,4,800,2,6,7,4580,3280,8197,8138,23,9,4,0,0,5,3,0,1,1,0
1694,266,0,3,2,4721,7665,7210,8743,109,5,120,5,0,5,7195,7630,7804,14708,125,3,55,3,1,2,5876,7478,7922,5906,110,5,29,4,2,3,6552,5630,5265,6020,117,7,117,0,3,6,4006,4363,3382,5039,30,9,897,3,2,0,5737,7606,7675,10697,122,4,19,2,3,1,5016,5741,4443,18883,91,156,134,1,1,0,5031,7587,3530,6416,125,3,895,3,4,2,5829,5669,5715,8098,110,1,497,0,2,5,3937,4744,3093,7501,27,14,4,1,2,2,4,0,0,1,1
2082,23,4,0,0,6370,8701,7188,13091,100,3,131,3,4,1,5034,5145,4180,14224,73,6,950,4,4,2,5795,6807,12452,13418,85,2,29,1,2,1,4365,4732,5644,6812,90,5,902,0,2,1,3518,3900,2791,6662,30,20,266,0,3,1,4306,6562,7700,9039,89,7,113,5,4,5,5594,5039,7260,15961,64,5,910,3,3,3,5076,7176,7856,7087,76,3,21,4,1,3,6581,5896,9373,5423,114,5,22,0,1,6,3852,4873,5255,5570,16,10,5,1,1,3,3,0,1,3,1
2019,17,1,5,1,4539,6178,7421,11407,94,17,91,4,2,1,6028,6648,3864,15441,103,3,7,1,2,2,4729,7039,6752,7852,106,4,202,5,3,4,6378,5769,7791,7931,114,16,89,2,3,4,4515,4256,2798,8447,22,11,136,3,4,1,5329,7274,9135,10656,100,1,254,3,0,2,5412,5484,3617,8599,86,6,134,1,1,2,5426,7789,6017,7832,113,6,81,7,2,1,7614,7095,11687,6689,112,3,40,1,7,5,4463,4208,4487,10382,22,13,4,0,0,6,7,1,1,0,0
1956,14,1,5,1,6453,7694,7164,13403,121,5,28,7,2,0,6352,5836,5158,13498,77,5,517,0,5,0,3138,4686,4304,10680,51,3,202,4,7,2,5421,4654,4828,10178,81,18,115,2,5,5,5256,5641,8410,10056,42,4,19,7,1,1,6268,7089,12533,11483,90,313,141,3,3,3,5528,6175,3910,15016,97,7,800,3,1,1,5717,8288,6954,5224,116,1,119,10,5,1,8184,5737,12360,11317,105,3,22,1,4,9,5060,5736,7496,8161,25,8,5,1,0,3,7,0,1,3,0
1645,74,4,0,0,6230,8624,11729,5075,120,5,234,3,3,1,5098,5390,5216,15254,77,5,800,2,4,3,5325,6954,10953,8764,111,5,29,7,1,0,6287,5500,9467,8313,88,3,350,0,0,7,4179,5440,2494,1220,19,7,122,0,2,0,4316,7030,3540,10661,101,4,20,4,4,2,5395,4804,3343,16195,73,5,50,2,3,4,5904,7795,8765,11006,132,2,222,1,5,1,4195,4583,4537,9310,82,5,25,1,2,3,3907,4043,3027,6463,14,10,6,0,2,0,2,0,0,5,1
2017,122,1,2,0,5143,7421,2915,9489,105,3,141,5,5,4,6545,4966,6470,13824,56,16,893,2,2,1,4643,6448,7800,6940,87,6,145,2,3,2,4939,4779,6699,7251,95,3,89,1,4,6,4445,4026,3675,9867,28,13,133,1,1,1,5138,7625,7931,4896,114,4,234,7,1,2,6549,5536,4090,13977,82,6,134,3,2,4,6117,6657,8192,5936,101,8,81,3,4,2,5790,5096,10058,9160,108,5,43,2,3,8,4711,4176,8358,7618,20,11,5,0,0,0,8,1,1,6,0
3357,57,2,0,1,5167,8585,7361,10625,96,5,141,1,5,2,4766,5653,4869,17905,84,4,99,7,3,0,7170,6489,11540,8089,107,4,222,2,4,2,5030,5687,4081,7303,90,8,267,0,3,6,4227,4132,2772,6322,15,10,157,0,3,1,5370,7545,9063,10761,137,7,131,4,1,1,5928,6421,6453,10997,114,4,777,2,3,7,5202,6061,7691,11902,84,4,236,6,2,3,7239,6976,8511,7375,115,5,43,3,3,6,5326,3723,5884,5478,19,9,6,1,0,1,8,1,2,5,0
1732,36,2,1,0,4771,7926,7339,8150,81,12,32,1,2,1,4986,5547,3618,13913,100,3,90,0,3,0,4260,6986,3824,6175,106,6,81,2,4,3,5703,5583,4569,7683,106,6,143,2,0,3,4153,4471,8705,6467,13,116,48,0,2,0,4426,5889,5172,9046,99,2,131,1,0,2,5488,6678,4264,12164,110,3,800,5,0,0,6770,8979,6952,4872,130,5,96,2,4,2,4990,5298,7491,8148,96,1,518,2,1,2,4243,4210,5746,6987,35,10,4,1,0,1,5,0,1,5,0
